i,j,l,t,f
1,1,0.0,0.0,0.0
1,2,18.681541692269406,0.3113590282044901,6.338009725941037
1,3,20.615528128088304,0.3435921354681384,6.994145340547755
1,4,16.1245154965971,0.26874192494328497,5.470497977466687
1,5,18.110770276274835,0.30184617127124724,6.144366457871802
1,6,15.132745950421556,0.25221243250702596,5.134024407292666
1,7,19.0,0.31666666666666665,6.4460517647058815
1,8,16.0,0.26666666666666666,5.428254117647058
1,9,18.110770276274835,0.30184617127124724,6.144366457871802
1,10,20.09975124224178,0.334995854037363,6.819159840273782
1,11,16.76305461424021,0.2793842435706702,5.687132514630747
1,12,19.6468827043885,0.3274480450731417,6.665516996189103
1,13,38.07886552931954,0.6346477588219924,12.91885991280359
1,14,30.805843601498726,0.5134307266916455,10.451371711089172
1,15,39.35733730830886,0.6559556218051477,13.352601768965735
1,16,36.05551275463989,0.6009252125773316,12.232405348390627
1,17,40.311288741492746,0.6718548123582124,13.676244943666719
1,18,33.301651610693426,0.5550275268448904,11.298114217512149
1,19,35.35533905932738,0.5892556509887896,11.994860301850107
1,20,39.05124837953327,0.6508541396588878,13.248756238466218
1,21,10.0,0.16666666666666666,3.3926588235294113
1,22,10.198039027185569,0.1699673171197595,3.4598467088278415
1,23,12.165525060596439,0.20275875100994065,4.127347593970069
1,24,13.0,0.21666666666666667,4.410456470588235
1,25,15.0,0.25,5.088988235294117
1,26,15.132745950421556,0.25221243250702596,5.134024407292666
1,27,15.811388300841896,0.26352313834736496,5.364264603110097
1,28,17.11724276862369,0.2852873794770615,5.807296471346618
1,29,17.72004514666935,0.2953340857778225,6.011806752018729
1,30,20.0,0.3333333333333333,6.785317647058823
1,31,20.615528128088304,0.3435921354681384,6.994145340547755
1,32,33.54101966249684,0.5590169943749473,11.379323630814339
1,33,31.622776601683793,0.5270462766947299,10.728529206220195
1,34,33.52610922848042,0.5587684871413404,11.374265029261494
1,35,32.38826948140329,0.5398044913567215,10.988234823493123
1,36,38.07886552931954,0.6346477588219924,12.91885991280359
1,37,35.35533905932738,0.5892556509887896,11.994860301850107
1,38,39.293765408777,0.6548960901462834,13.331033992378206
1,39,41.23105625617661,0.6871842709362768,13.98829068109551
1,40,40.311288741492746,0.6718548123582124,13.676244943666719
1,41,20.615528128088304,0.3435921354681384,6.994145340547755
1,42,18.681541692269406,0.3113590282044901,6.338009725941037
1,43,19.313207915827967,0.32188679859713276,6.5523125246291825
1,44,16.55294535724685,0.27588242262078083,5.6158496121663735
1,45,21.540659228538015,0.35901098714230023,7.308010759633974
1,46,22.360679774997898,0.37267799624996495,7.586215753876227
1,47,20.591260281974,0.34318767136623335,6.985912088322981
1,48,18.027756377319946,0.3004626062886658,6.116202674195313
1,49,23.323807579381203,0.38873012632302006,7.91297215824898
1,50,19.209372712298546,0.32015621187164245,6.517084782684477
1,51,22.80350850198276,0.38005847503304596,7.736452432667975
1,52,25.0,0.4166666666666667,8.48164705882353
1,53,21.213203435596427,0.3535533905932738,7.196916181110065
1,54,45.17742799230607,0.7529571332051012,15.32715997024618
1,55,40.049968789001575,0.6674994798166929,13.587587999408372
1,56,35.05709628591621,0.5842849380986035,11.893676704173378
1,57,45.0,0.75,15.266964705882351
1,58,35.0,0.5833333333333334,11.87430588235294
1,59,45.044422518220834,0.7507403753036805,15.282035750722882
1,60,35.05709628591621,0.5842849380986035,11.893676704173378
1,61,45.27692569068709,0.7546154281781181,15.360916144679504
1,62,22.360679774997898,0.37267799624996495,7.586215753876227
1,63,18.027756377319946,0.3004626062886658,6.116202674195313
1,64,14.142135623730951,0.23570226039551584,4.797944120740042
1,65,21.540659228538015,0.35901098714230023,7.308010759633974
1,66,12.806248474865697,0.21343747458109494,4.344723188456317
1,67,16.55294535724685,0.27588242262078083,5.6158496121663735
1,68,12.206555615733702,0.2034425935955617,4.1412678614621425
1,69,20.615528128088304,0.3435921354681384,6.994145340547755
1,70,15.811388300841896,0.26352313834736496,5.364264603110097
1,71,58.52349955359813,0.9753916592266355,19.85502671443343
1,72,57.0087712549569,0.9501461875826149,19.34113108166994
1,73,23.853720883753127,0.39756201472921876,8.092753663027283
1,74,55.71355310873648,0.9285592184789413,18.90170775445293
1,75,19.849433241279208,0.33082388735465346,6.734235482808391
1,76,15.811388300841896,0.26352313834736496,5.364264603110097
1,77,52.20153254455275,0.8700255424092125,17.71019899890346
1,78,52.0,0.8666666666666667,17.64182588235294
1,79,50.28916384272063,0.8381527307120106,17.06139754389224
1,80,51.07837115648854,0.8513061859414756,17.329148659557102
1,81,51.478150704935004,0.8579691784155834,17.46478022080745
1,82,47.43416490252569,0.7905694150420948,16.09279380933029
1,83,35.35533905932738,0.5892556509887896,11.994860301850107
1,84,32.38826948140329,0.5398044913567215,10.988234823493123
1,85,31.04834939252005,0.5174724898753341,10.533645652255718
1,86,29.732137494637012,0.49553562491061687,10.087099861356991
1,87,26.476404589747453,0.4412734098291242,8.98254076467413
