i,j,l,t,f
1,1,0.0,0.0,0.0
1,2,32.55764119219941,0.5426273532033236,11.045696866401997
1,3,14.560219778561036,0.24267032964268392,4.939785810426255
1,4,32.202484376209235,0.5367080729368205,10.925204275851426
1,5,32.202484376209235,0.5367080729368205,10.925204275851426
1,6,24.839484696748443,0.41399141161247405,8.42718969283474
1,7,21.02379604162864,0.3503966006938107,7.132656714471412
1,8,31.575306807693888,0.5262551134615648,10.712424324677096
1,9,17.804493814764857,0.2967415635794143,6.040457303913682
1,10,15.556349186104045,0.2592724864350674,5.2777385328140465
1,11,26.40075756488817,0.4400126260814695,8.95687631003787
1,12,16.64331697709324,0.2773886162848873,5.646509619513223
1,13,26.40075756488817,0.4400126260814695,8.95687631003787
1,14,46.87216658103186,0.781202776350531,15.902126952907816
1,15,45.35416188179427,0.7559026980299045,15.387119749205063
1,16,42.44997055358225,0.7074995092263708,14.401826715717451
1,17,40.70626487409524,0.6784377479015873,13.810246869802455
1,18,22.847319317591726,0.38078865529319544,7.751315947682154
1,19,28.231188426986208,0.4705198071164368,9.577879051553616
1,20,16.492422502470642,0.2748737083745107,5.595316272438204
1,21,29.274562336608895,0.4879093722768149,9.931860221625795
1,22,39.20459156782532,0.6534098594637553,13.300780350544933
1,23,46.17358552246078,0.7695597587076797,15.665122233676646
1,24,27.784887978899608,0.4630814663149935,9.426464536239003
1,25,37.64306044943742,0.627384340823957,12.771006117843488
1,26,19.4164878389476,0.32360813064912664,6.587351878875708
1,27,10.816653826391969,0.18027756377319948,3.6697216045171883
1,28,12.0,0.2,4.071190588235294
1,29,24.041630560342615,0.4006938426723769,8.156505005258072
1,30,11.045361017187261,0.18408935028645435,3.7473141514028154
1,31,10.44030650891055,0.1740051084818425,3.5420397997806923
1,32,20.8806130178211,0.348010216963685,7.0840795995613846
1,33,12.36931687685298,0.206155281280883,4.196487204328653
1,34,24.73863375370596,0.412310562561766,8.392974408657306
1,35,27.202941017470888,0.45338235029118146,9.229029786887276
1,36,40.52159917870962,0.675359986311827,13.747596099717136
1,37,35.805027579936315,0.5967504596656052,12.147424274578487
1,38,56.85068161420758,0.947511360236793,19.287496660210262
1,39,41.593268686170845,0.6932211447695141,14.11117700075671
1,40,24.020824298928627,0.40034707164881045,8.149446150620989
1,41,42.01190307520001,0.7001983845866668,14.253205366133972
1,42,40.718546143004666,0.6786424357167444,13.814413485335427
1,43,49.39635614091387,0.8232726023485646,16.75849835116727
1,44,46.09772228646444,0.768295371441074,15.639384425978196
1,45,36.68787265568828,0.6114645442614713,12.446943488184427
1,46,39.01281840626232,0.650213640104372,13.235718259675648
1,47,33.734255586866,0.5622375931144333,11.444881987197729
1,48,28.160255680657446,0.4693375946776241,9.553813990782672
1,49,39.824615503479755,0.6637435917246626,13.511133318154679
1,50,6.324555320336759,0.10540925533894599,2.145705841244039
1,51,12.041594578792296,0.2006932429798716,4.085302209710361
1,52,15.231546211727817,0.253859103528797,5.167543965121436
1,53,18.439088914585774,0.3073181485764296,6.255753770391279
1,54,25.612496949731394,0.4268749491621899,8.689446376912635
1,55,34.058772731852805,0.5676462121975467,11.554979582730333
1,56,38.897300677553446,0.6482883446258908,13.196527035517827
1,57,38.07886552931954,0.6346477588219924,12.91885991280359
1,58,23.53720459187964,0.392286743197994,7.9853704839857444
1,59,32.01562118716424,0.5335936864527374,10.861807971140795
1,60,28.30194339616981,0.4716990566028302,9.601883798604547
1,61,38.28837943815329,0.6381396573025548,12.989940833949285
1,62,19.235384061671343,0.32058973436118904,6.525909546080629
1,63,24.413111231467404,0.4068851871911234,8.282535722924285
1,64,38.2099463490856,0.6368324391514266,12.963331162781067
1,65,35.0,0.5833333333333334,11.87430588235294
1,66,25.298221281347036,0.42163702135578396,8.582823364976155
1,67,51.10772935672255,0.8517954892787092,17.339108895263788
1,68,18.027756377319946,0.3004626062886658,6.116202674195313
1,69,4.47213595499958,0.07453559924999299,1.5172431507752455
1,70,8.06225774829855,0.13437096247164249,2.7352489887333435
1,71,24.839484696748443,0.41399141161247405,8.42718969283474
1,72,33.54101966249684,0.5590169943749473,11.379323630814339
1,73,32.14031735997639,0.5356719559996066,10.904113128235943
1,74,36.345563690772494,0.6057593948462082,12.33080973516495
1,75,38.8329756778952,0.6472162612982533,13.174703757751416
1,76,10.63014581273465,0.17716909687891083,3.6064457986978438
1,77,13.416407864998739,0.223606797749979,4.551729452325737
1,78,20.223748416156685,0.33706247360261143,6.861227850891294
1,79,16.0312195418814,0.26718699236468996,5.438845843070105
1,80,19.209372712298546,0.32015621187164245,6.517084782684477
1,81,14.866068747318506,0.24776781245530843,5.043549930678496
1,82,26.076809620810597,0.4346134936801766,8.846971824953972
1,83,29.546573405388315,0.49244289008980524,10.024144296885012
1,84,34.9857113690718,0.58309518948453,11.869458237373468
1,85,36.796738985948195,0.6132789830991366,12.483878119778584
1,86,48.27007354458868,0.8045012257431448,16.37638909234624
