i,j,l,t,f
1,1,0.0,0.0,0.0
1,2,18.384776310850235,0.30641293851417056,6.237327356962055
1,3,9.055385138137417,0.15092308563562362,3.072183228935901
1,4,17.204650534085253,0.28674417556808757,5.836950944020434
1,5,10.0,0.16666666666666666,3.3926588235294113
1,6,25.0,0.4166666666666667,8.48164705882353
1,7,2.23606797749979,0.037267799624996496,0.7586215753876228
1,8,21.213203435596427,0.3535533905932738,7.196916181110065
1,9,22.360679774997898,0.37267799624996495,7.586215753876227
1,10,25.632011235952593,0.42720018726587655,8.696066908445959
1,11,31.400636936215164,0.5233439489369194,10.653164796609392
1,12,36.05551275463989,0.6009252125773316,12.232405348390627
1,13,16.0,0.26666666666666666,5.428254117647058
1,14,27.0,0.45,9.160178823529412
1,15,34.828149534535996,0.5804691589089332,11.81600288255453
1,16,29.154759474226502,0.485912657903775,9.891215197811224
1,17,14.035668847618199,0.23392781412696997,4.761823576000877
1,18,9.219544457292887,0.1536590742882148,3.1278768851956396
1,19,33.421549934136806,0.5570258322356134,11.338791628007804
1,20,29.966648127543394,0.4994441354590566,10.166661318151121
1,21,37.44329045369811,0.6240548408949685,12.703230973971348
1,22,23.769728648009426,0.39616214413349043,8.064257963056901
1,23,23.769728648009426,0.39616214413349043,8.064257963056901
1,24,25.0,0.4166666666666667,8.48164705882353
1,25,29.120439557122072,0.48534065928536785,9.87957162085251
1,26,34.132096331752024,0.5688682721958671,11.579855778547437
1,27,12.529964086141668,0.2088327347690278,4.250989321535517
1,28,20.024984394500787,0.33374973990834644,6.793793999704186
1,29,19.0,0.31666666666666665,6.4460517647058815
1,30,19.235384061671343,0.32058973436118904,6.525909546080629
1,31,12.041594578792296,0.2006932429798716,4.085302209710361
1,32,41.19465984809196,0.686577664134866,13.975942621592194
1,33,22.20360331117452,0.37006005518624197,7.532925068780308
1,34,10.816653826391969,0.18027756377319948,3.6697216045171883
1,35,15.811388300841896,0.26352313834736496,5.364264603110097
1,36,25.0,0.4166666666666667,8.48164705882353
1,37,31.400636936215164,0.5233439489369194,10.653164796609392
1,38,32.01562118716424,0.5335936864527374,10.861807971140795
1,39,33.24154027718932,0.5540256712864887,11.277720492911467
1,40,25.495097567963924,0.42491829279939874,8.649616772069605
1,41,15.811388300841896,0.26352313834736496,5.364264603110097
1,42,29.206163733020468,0.4867693955503411,9.908654909027657
1,43,29.0,0.48333333333333334,9.838710588235294
1,44,24.839484696748443,0.41399141161247405,8.42718969283474
1,45,19.1049731745428,0.3184162195757133,6.4816655813905335
1,46,15.811388300841896,0.26352313834736496,5.364264603110097
1,47,17.46424919657298,0.291070819942883,5.925023913306975
1,48,25.0,0.4166666666666667,8.48164705882353
1,49,19.1049731745428,0.3184162195757133,6.4816655813905335
1,50,23.194827009486403,0.3865804501581067,7.869213451397235
1,51,17.11724276862369,0.2852873794770615,5.807296471346618
1,52,19.79898987322333,0.3299831645537222,6.717121769036059
1,53,33.61547262794322,0.560257877132387,11.404582981830297
1,54,17.4928556845359,0.291547594742265,5.934729118686734
1,55,7.0710678118654755,0.11785113019775792,2.398972060370021
1,56,18.439088914585774,0.3073181485764296,6.255753770391279
1,57,33.28663395418648,0.5547772325697746,11.293019239026446
1,58,27.294688127912362,0.4549114687985394,9.260156451264535
1,59,17.11724276862369,0.2852873794770615,5.807296471346618
1,60,21.2602916254693,0.35433819375782166,7.2128915973956875
1,61,9.219544457292887,0.1536590742882148,3.1278768851956396
1,62,5.0,0.08333333333333333,1.6963294117647056
1,63,31.622776601683793,0.5270462766947299,10.728529206220195
1,64,24.041630560342615,0.4006938426723769,8.156505005258072
1,65,19.026297590440446,0.3171049598406741,6.454973639930416
1,66,18.027756377319946,0.3004626062886658,6.116202674195313
