i,j,l,t,f
1,1,0.0,0.0,0.0
1,2,106.07544484940895,1.7679240808234826,35.987779392815476
1,3,106.56922632730333,1.7761537721217222,36.15530260160285
1,4,115.62439189029277,1.927073198171546,39.22741133618243
1,5,123.06502346320826,2.0510837243868045,41.751763772030756
1,6,113.21660655575224,1.8869434425958707,38.410531920143065
1,7,125.67418191498204,2.094569698583034,42.63696221637042
1,8,105.57461816175325,1.7595769693625543,35.81786598472206
1,9,107.29864864013899,1.7883108106689831,36.40277070617496
1,10,111.16204388189342,1.8527007313648904,37.713488901746935
1,11,125.0,2.0833333333333335,42.408235294117645
1,12,118.27087553578015,1.9711812589296691,40.12527294530133
1,13,114.0701538527936,1.9011692308798933,38.70011139700377
1,14,113.0,1.8833333333333333,38.33704470588235
1,15,109.1146186356347,1.8185769772605782,37.018867369023276
1,16,112.53888216967503,1.8756480361612506,38.18060315830848
1,17,106.16967551989597,1.7694945919982663,36.019748644382965
1,18,123.4908903522847,2.0581815058714117,41.896245877918176
1,19,126.14277624977183,2.1023796041628637,42.79594028682847
1,20,42.01190307520001,0.7001983845866668,14.253205366133972
1,21,50.99019513592785,0.8498365855987975,17.29923354413921
1,22,51.10772935672255,0.8517954892787092,17.339108895263788
1,23,45.60701700396552,0.7601169500660919,15.47290486533595
1,24,49.20365840057018,0.8200609733428362,16.693122582262145
1,25,53.823786563191554,0.8970631093865259,18.26057443993756
1,26,50.774009099144415,0.8462334849857402,17.225888997617492
1,27,50.08991914547278,0.8348319857578796,16.993800615876303
1,28,57.48912940721924,0.9581521567869873,19.50410021404265
1,29,39.408120990476064,0.6568020165079343,13.369830939705322
1,30,53.907327887774215,0.898455464796237,18.288917161135032
1,31,55.072679252057455,0.917877987534291,18.684281119989787
1,32,53.907327887774215,0.898455464796237,18.288917161135032
1,33,60.876925020897694,1.0146154170149615,20.653463682148693
1,34,56.08029957123981,0.9346716595206636,19.026132316653943
1,35,50.99019513592785,0.8498365855987975,17.29923354413921
1,36,48.76474136094644,0.8127456893491073,16.544213005534456
1,37,52.009614495783374,0.8668269082630562,17.645087752748264
1,38,40.80441152620633,0.6800735254367721,13.843544680330911
1,39,54.589376255824725,0.9098229375970788,18.52031290252907
1,40,132.7742444904131,2.2129040748402184,45.045771210785134
1,41,113.4063490286148,1.89010581714358,38.474905067618614
1,42,129.49517365523704,2.1582528942539505,43.93329435059133
1,43,108.2450922675019,1.8040848711250317,36.72386673850956
1,44,117.6860229593982,1.96143371598997,39.92685241992872
1,45,127.91403363196706,2.131900560532784,43.39686748547309
1,46,127.283148923964,2.1213858153994,43.18282982834946
1,47,116.69190203266035,1.9448650338776725,39.58958110655348
1,48,103.39245620450265,1.7232076034083774,35.077532882858414
1,49,120.91732712891069,2.015288785481845,41.02312368014911
